date,location,crime_type,perp_age,perp_gender,perp_occupation,motive,status
2020-03-11,Kalimantan Selatan,Penyalahgunaan Narkoba,31,Laki-laki,Sopir,Keserakahan,Selesai
2023-06-17,Aceh,Pencurian Kendaraan Bermotor,37,Laki-laki,Petani,Ketidaktahuan Hukum,Selesai
2021-08-27,Jawa Barat,Penipuan,26,Laki-laki,Pelajar,Tekanan Sosial,Selesai
2024-12-12,Jawa Timur,Perampokan,36,Perempuan,Wiraswasta,Gangguan Mental,Selesai
2020-05-04,Sumatera Barat,Perampokan,39,Laki-laki,Buruh,Kebutuhan Mendesak,Selesai
2022-02-23,Jawa Barat,Pemerkosaan,36,Laki-laki,Pedagang,Tekanan Sosial,Dalam Proses
2021-02-12,Sulawesi Utara,Penyalahgunaan Narkoba,27,Laki-laki,Tukang,Provokasi,Selesai
2021-05-25,Sulawesi Utara,Penipuan,21,Perempuan,Tukang,Provokasi,Selesai
2024-06-15,Sumatera Selatan,Penipuan,26,Laki-laki,Tidak Bekerja,Tekanan Sosial,Dalam Proses
2024-05-20,DKI Jakarta,Penganiayaan,32,Laki-laki,Guru,Konflik Personal,Belum Terselesaikan
2022-09-09,Kalimantan Timur,Pemerkosaan,32,Laki-laki,Wiraswasta,Gangguan Mental,Selesai
2021-12-05,Papua,Korupsi,15,Laki-laki,TNI,Keserakahan,Selesai
2022-10-25,Jawa Tengah,Penipuan,24,Perempuan,PNS,Tekanan Sosial,Selesai
2021-07-07,Kalimantan Timur,Pencurian,23,Laki-laki,Pedagang,Ekonomi,Dalam Proses
2021-10-15,Nusa Tenggara Barat,Pencurian,26,Laki-laki,Sopir,Kecanduan,Selesai
2020-03-01,Bali,Perampokan,44,Perempuan,TNI,Kebutuhan Mendesak,Selesai
2020-04-29,Jawa Timur,Korupsi,29,Perempuan,Perawat,Gangguan Mental,Selesai
2022-12-20,Sumatera Utara,Penipuan,45,Laki-laki,PNS,Keserakahan,Dalam Proses
2021-04-21,Bali,Pencurian,30,Laki-laki,Pedagang,Dendam,Selesai
2021-05-22,Kalimantan Timur,Pencurian,34,Laki-laki,Tukang,Kecanduan,Belum Terselesaikan
2021-06-29,Jambi,Pencurian,30,Laki-laki,Wiraswasta,Pengaruh Lingkungan,Belum Terselesaikan
2020-04-24,Aceh,Pencurian,37,Laki-laki,Perawat,Kecanduan,Dalam Proses
2023-03-25,Jawa Tengah,Pemerkosaan,28,Laki-laki,Polisi,Tekanan Sosial,Dalam Proses
2021-12-27,Kalimantan Timur,Pencurian,27,Laki-laki,TNI,Cemburu,Dalam Proses
2020-12-26,Sulawesi Utara,Penganiayaan,24,Laki-laki,Petani,Keserakahan,Dalam Proses
2021-10-13,Sulawesi Utara,Penipuan,20,Laki-laki,Perawat,Pengaruh Lingkungan,Selesai
2023-11-29,Jawa Timur,Pencurian,20,Perempuan,PNS,Keserakahan,Selesai
2020-02-27,Jawa Barat,Penipuan,31,Laki-laki,Guru,Pengaruh Lingkungan,Selesai
2021-12-21,Sumatera Barat,Pencurian,16,Laki-laki,Sopir,Keserakahan,Belum Terselesaikan
2020-10-18,Jawa Timur,Penipuan,27,Laki-laki,Sopir,Kecanduan,Selesai
2024-09-09,Kalimantan Selatan,Pencurian,23,Laki-laki,Perawat,Gangguan Mental,Dalam Proses
2023-01-15,Maluku,Pencurian,16,Laki-laki,Pegawai Swasta,Cemburu,Selesai
2022-10-01,Jawa Barat,Penyalahgunaan Narkoba,27,Laki-laki,Tidak Bekerja,Dendam,Selesai
2020-04-25,DKI Jakarta,Pembunuhan,31,Laki-laki,Petani,Keserakahan,Selesai
2021-03-24,Jawa Tengah,Pencurian,18,Laki-laki,Tidak Bekerja,Provokasi,Selesai
2022-09-05,Jawa Timur,Penyalahgunaan Narkoba,47,Perempuan,Tidak Bekerja,Konflik Personal,Selesai
2023-06-11,Sumatera Utara,Penganiayaan,31,Perempuan,Petani,Cemburu,Dalam Proses
2021-11-28,Jawa Tengah,Pencurian,28,Perempuan,Guru,Cemburu,Selesai
2024-07-01,DKI Jakarta,Perampokan,15,Perempuan,Polisi,Konflik Personal,Selesai
2020-05-01,Kalimantan Timur,Penipuan,43,Perempuan,Tidak Bekerja,Cemburu,Selesai
2023-04-16,Jawa Tengah,Perampokan,30,Laki-laki,Guru,Cemburu,Selesai
2024-05-04,Bali,Perampokan,17,Laki-laki,Buruh,Provokasi,Selesai
2024-10-28,Jawa Barat,Perampokan,24,Laki-laki,PNS,Dendam,Selesai
2022-02-04,Jawa Timur,Kekerasan Dalam Rumah Tangga,22,Laki-laki,Guru,Ketidaktahuan Hukum,Selesai
2022-03-21,Sumatera Selatan,Penipuan,26,Laki-laki,Sopir,Dendam,Selesai
2021-11-20,Sumatera Utara,Penganiayaan,18,Laki-laki,Pegawai Swasta,Konflik Personal,Selesai
2020-10-06,Aceh,Pemerkosaan,31,Laki-laki,Pedagang,Pengaruh Lingkungan,Selesai
2022-06-13,Jawa Barat,Penganiayaan,35,Laki-laki,Perawat,Ketidaktahuan Hukum,Dalam Proses
2022-09-24,Sulawesi Selatan,Pencurian,28,Laki-laki,Tukang,Konflik Personal,Selesai
2020-12-22,Jawa Tengah,Penipuan,15,Perempuan,Guru,Provokasi,Selesai
2023-11-21,Lampung,Pencurian,38,Perempuan,TNI,Keserakahan,Selesai
2024-05-30,Jawa Barat,Pemerkosaan,36,Laki-laki,PNS,Kecanduan,Selesai
2023-09-25,Sumatera Utara,Perampokan,17,Laki-laki,Sopir,Cemburu,Dalam Proses
2022-02-13,Nusa Tenggara Barat,Pencurian,31,Laki-laki,Pegawai Swasta,Pengaruh Lingkungan,Selesai
2023-11-11,Jawa Barat,Penganiayaan,22,Laki-laki,Pegawai Swasta,Cemburu,Selesai
2020-12-29,Sulawesi Selatan,Penipuan,29,Laki-laki,Guru,Ekonomi,Dalam Proses
2023-12-08,Jawa Timur,Perampokan,27,Laki-laki,Sopir,Tekanan Sosial,Selesai
2024-10-08,Jawa Barat,Penipuan,24,Laki-laki,Perawat,Keserakahan,Dalam Proses
2020-03-07,Sumatera Barat,Penipuan,35,Laki-laki,Pedagang,Keserakahan,Selesai
2021-10-13,DKI Jakarta,Kekerasan Dalam Rumah Tangga,25,Laki-laki,TNI,Keserakahan,Selesai
2021-03-28,Jawa Timur,Penipuan,33,Laki-laki,Tukang,Keserakahan,Selesai
2020-08-01,Kalimantan Selatan,Penganiayaan,49,Perempuan,TNI,Gangguan Mental,Selesai
2020-10-15,Sumatera Barat,Pemerkosaan,28,Laki-laki,PNS,Pengaruh Lingkungan,Belum Terselesaikan
2020-06-08,DKI Jakarta,Perampokan,29,Laki-laki,Petani,Konflik Personal,Selesai
2021-10-16,Papua,Penganiayaan,32,Laki-laki,Pedagang,Ketidaktahuan Hukum,Dalam Proses
2024-12-18,Sumatera Utara,Pencurian,43,Laki-laki,Buruh,Pengaruh Lingkungan,Dalam Proses
2023-10-04,Bali,Penyalahgunaan Narkoba,37,Laki-laki,Tukang,Pengaruh Lingkungan,Dalam Proses
2024-12-20,Jawa Timur,Penganiayaan,17,Perempuan,PNS,Gangguan Mental,Selesai
2020-01-24,Kalimantan Timur,Pencurian,38,Perempuan,Pegawai Swasta,Kecanduan,Selesai
2021-05-26,DKI Jakarta,Penipuan,17,Laki-laki,Guru,Dendam,Selesai
2021-12-18,DKI Jakarta,Penipuan,23,Perempuan,Pegawai Swasta,Dendam,Dalam Proses
2024-01-15,Kalimantan Selatan,Penyalahgunaan Narkoba,22,Laki-laki,Tidak Bekerja,Ekonomi,Dalam Proses
2022-03-01,Bengkulu,Penganiayaan,25,Laki-laki,Pelajar,Pengaruh Lingkungan,Selesai
2022-05-09,Jawa Tengah,Penganiayaan,33,Perempuan,Pedagang,Tekanan Sosial,Dalam Proses
2022-10-06,Sumatera Selatan,Penyalahgunaan Narkoba,26,Laki-laki,TNI,Tekanan Sosial,Dalam Proses
2021-12-20,Sumatera Barat,Kekerasan Dalam Rumah Tangga,34,Perempuan,Wiraswasta,Tekanan Sosial,Selesai
2020-07-26,DKI Jakarta,Penganiayaan,33,Laki-laki,Polisi,Gangguan Mental,Dalam Proses
2024-06-03,Jawa Timur,Penganiayaan,23,Laki-laki,Polisi,Keserakahan,Dalam Proses
2023-08-26,Jawa Barat,Penganiayaan,28,Laki-laki,Perawat,Ketidaktahuan Hukum,Selesai
2021-04-06,DKI Jakarta,Kekerasan Dalam Rumah Tangga,17,Laki-laki,Pedagang,Gangguan Mental,Dalam Proses
2020-05-30,Sumatera Selatan,Penyalahgunaan Narkoba,23,Laki-laki,Perawat,Ekonomi,Belum Terselesaikan
2021-08-26,Jawa Timur,Penipuan,15,Perempuan,Tidak Bekerja,Konflik Personal,Belum Terselesaikan
2021-06-18,Jawa Tengah,Pemerkosaan,21,Perempuan,Buruh,Dendam,Belum Terselesaikan
2021-12-01,Jawa Barat,Penganiayaan,34,Laki-laki,Pedagang,Tekanan Sosial,Selesai
2020-11-25,Jawa Tengah,Penipuan,23,Laki-laki,Guru,Dendam,Belum Terselesaikan
2023-01-25,Sumatera Selatan,Pemerkosaan,29,Laki-laki,TNI,Dendam,Selesai
2021-11-23,Sumatera Barat,Penyalahgunaan Narkoba,15,Laki-laki,Sopir,Keserakahan,Dalam Proses
2022-09-15,Sumatera Barat,Pencurian,29,Laki-laki,Guru,Ekonomi,Selesai
2022-06-02,Jawa Timur,Penganiayaan,20,Laki-laki,Tukang,Cemburu,Dalam Proses
2023-05-28,Sumatera Selatan,Penipuan,33,Laki-laki,TNI,Tekanan Sosial,Selesai
2020-11-17,DKI Jakarta,Penyalahgunaan Narkoba,38,Laki-laki,Tidak Bekerja,Dendam,Belum Terselesaikan
2021-11-09,Sulawesi Utara,Penganiayaan,21,Laki-laki,Petani,Kecanduan,Selesai
2022-04-18,Jawa Tengah,Penganiayaan,22,Laki-laki,Guru,Provokasi,Belum Terselesaikan
2024-01-18,DKI Jakarta,Pencurian Kendaraan Bermotor,28,Perempuan,TNI,Pengaruh Lingkungan,Selesai
2023-01-11,Sumatera Selatan,Penipuan,34,Laki-laki,Pegawai Swasta,Ketidaktahuan Hukum,Selesai
2021-07-30,Sumatera Utara,Penganiayaan,20,Laki-laki,Pegawai Swasta,Kecanduan,Selesai
2020-07-15,Jawa Tengah,Pencurian,16,Laki-laki,Tidak Bekerja,Tekanan Sosial,Dalam Proses
2023-03-16,DKI Jakarta,Penyalahgunaan Narkoba,33,Laki-laki,Wiraswasta,Gangguan Mental,Selesai
2020-11-10,Sumatera Utara,Penipuan,24,Laki-laki,Tidak Bekerja,Konflik Personal,Selesai
2020-01-08,Jambi,Penipuan,38,Laki-laki,Mahasiswa,Dendam,Dalam Proses
2021-08-26,Sumatera Utara,Penyalahgunaan Narkoba,20,Laki-laki,Polisi,Ketidaktahuan Hukum,Dalam Proses
2023-07-04,Kalimantan Selatan,Pencurian,24,Perempuan,Sopir,Gangguan Mental,Selesai
2021-02-12,Sumatera Utara,Pencurian,21,Laki-laki,Buruh,Ekonomi,Selesai
2021-02-27,Aceh,Penganiayaan,29,Laki-laki,Pedagang,Ketidaktahuan Hukum,Selesai
2021-08-20,Sumatera Barat,Pencurian Kendaraan Bermotor,38,Perempuan,Buruh,Gangguan Mental,Selesai
2024-09-24,Jawa Barat,Pencurian,23,Laki-laki,Buruh,Kebutuhan Mendesak,Selesai
2024-05-26,Jawa Tengah,Penganiayaan,38,Laki-laki,Mahasiswa,Gangguan Mental,Selesai
2022-09-28,Nusa Tenggara Barat,Perampokan,32,Laki-laki,TNI,Ketidaktahuan Hukum,Dalam Proses
2021-06-26,Sulawesi Selatan,Perampokan,15,Perempuan,Buruh,Ketidaktahuan Hukum,Selesai
2023-01-19,Jawa Tengah,Penganiayaan,37,Laki-laki,Mahasiswa,Cemburu,Selesai
2022-01-29,Jawa Timur,Kekerasan Dalam Rumah Tangga,21,Laki-laki,TNI,Tekanan Sosial,Dalam Proses
2022-01-26,Jawa Timur,Pencurian,43,Laki-laki,Pedagang,Gangguan Mental,Belum Terselesaikan
2020-04-01,Jawa Tengah,Pencurian,27,Perempuan,Pegawai Swasta,Gangguan Mental,Selesai
2022-08-10,Sumatera Barat,Perampokan,37,Laki-laki,Pegawai Swasta,Kecanduan,Selesai
2024-09-10,Jawa Barat,Pembunuhan,20,Laki-laki,Pegawai Swasta,Keserakahan,Dalam Proses
2020-05-06,Maluku,Penganiayaan,15,Laki-laki,Pedagang,Pengaruh Lingkungan,Selesai
2023-09-28,Sumatera Selatan,Kekerasan Dalam Rumah Tangga,44,Perempuan,Buruh,Dendam,Belum Terselesaikan
2023-09-30,Nusa Tenggara Barat,Penganiayaan,33,Laki-laki,PNS,Provokasi,Belum Terselesaikan
2022-04-27,Jawa Timur,Penyalahgunaan Narkoba,30,Perempuan,Perawat,Keserakahan,Belum Terselesaikan
2021-04-10,Jawa Barat,Perampokan,15,Perempuan,Wiraswasta,Ekonomi,Selesai
2024-09-17,Kalimantan Timur,Penipuan,29,Laki-laki,Mahasiswa,Provokasi,Dalam Proses
2022-05-07,Jawa Timur,Pencurian,28,Perempuan,Wiraswasta,Ketidaktahuan Hukum,Selesai
2024-11-10,Jawa Timur,Penipuan,32,Laki-laki,TNI,Gangguan Mental,Selesai
2023-03-18,Sumatera Barat,Penganiayaan,27,Laki-laki,TNI,Kecanduan,Selesai
2022-09-02,Maluku,Penyalahgunaan Narkoba,19,Laki-laki,Pegawai Swasta,Dendam,Selesai
2022-03-19,Nusa Tenggara Barat,Penyalahgunaan Narkoba,22,Perempuan,TNI,Pengaruh Lingkungan,Dalam Proses
2020-03-12,Bali,Pencurian,38,Laki-laki,Wiraswasta,Keserakahan,Selesai
2022-11-24,Jawa Tengah,Pemerkosaan,21,Laki-laki,Perawat,Keserakahan,Dalam Proses
2023-10-19,Sumatera Barat,Pencurian,22,Laki-laki,Sopir,Cemburu,Selesai
2020-09-03,DKI Jakarta,Penyalahgunaan Narkoba,36,Perempuan,Perawat,Gangguan Mental,Selesai
2020-12-20,Aceh,Pembunuhan,35,Perempuan,Pedagang,Kecanduan,Selesai
2024-07-13,Maluku,Pembunuhan,33,Perempuan,Petani,Cemburu,Selesai
2020-03-28,Sumatera Selatan,Penganiayaan,42,Perempuan,Mahasiswa,Dendam,Selesai
2023-10-31,Sumatera Utara,Penyalahgunaan Narkoba,31,Perempuan,Mahasiswa,Kecanduan,Belum Terselesaikan
2024-08-11,DKI Jakarta,Penipuan,38,Laki-laki,Tukang,Cemburu,Selesai
2024-09-04,Sumatera Barat,Korupsi,29,Laki-laki,Sopir,Kebutuhan Mendesak,Selesai
2021-10-16,Nusa Tenggara Barat,Pencurian Kendaraan Bermotor,21,Laki-laki,TNI,Pengaruh Lingkungan,Belum Terselesaikan
2024-07-11,Jawa Timur,Perampokan,19,Perempuan,Buruh,Dendam,Selesai
2022-03-05,Kalimantan Selatan,Penipuan,27,Laki-laki,Wiraswasta,Tekanan Sosial,Selesai
2023-02-04,Sumatera Utara,Penyalahgunaan Narkoba,37,Laki-laki,PNS,Kebutuhan Mendesak,Dalam Proses
2022-11-30,Sumatera Utara,Korupsi,19,Laki-laki,Pelajar,Ekonomi,Selesai
2024-05-29,Jawa Barat,Penipuan,28,Laki-laki,Guru,Keserakahan,Selesai
2023-04-18,Sulawesi Selatan,Penipuan,24,Laki-laki,Wiraswasta,Tekanan Sosial,Selesai
2020-08-18,Sulawesi Selatan,Pencurian,31,Laki-laki,Mahasiswa,Cemburu,Dalam Proses
2020-10-30,Sulawesi Utara,Pencurian,15,Laki-laki,Sopir,Keserakahan,Selesai
2023-04-08,Jawa Barat,Penipuan,29,Laki-laki,Perawat,Dendam,Selesai
2020-08-04,Kalimantan Selatan,Penipuan,15,Laki-laki,Sopir,Dendam,Selesai
2024-05-28,DKI Jakarta,Pencurian,33,Perempuan,Pegawai Swasta,Provokasi,Selesai
2024-12-07,Bali,Perampokan,27,Laki-laki,PNS,Tekanan Sosial,Dalam Proses
2021-06-24,Jawa Timur,Pencurian,51,Laki-laki,Mahasiswa,Ketidaktahuan Hukum,Selesai
2022-09-21,Maluku,Korupsi,33,Perempuan,Sopir,Keserakahan,Dalam Proses
2022-08-26,Maluku,Pencurian,27,Perempuan,Tidak Bekerja,Cemburu,Selesai
2021-07-18,Kalimantan Selatan,Pencurian,15,Laki-laki,Mahasiswa,Cemburu,Dalam Proses
2023-06-20,Jawa Barat,Penipuan,21,Perempuan,Sopir,Ketidaktahuan Hukum,Selesai
2023-11-21,Sumatera Barat,Pencurian,17,Perempuan,Mahasiswa,Ekonomi,Selesai
2022-03-21,Sumatera Selatan,Perampokan,30,Laki-laki,TNI,Konflik Personal,Selesai
2023-11-15,Jawa Barat,Pencurian Kendaraan Bermotor,26,Perempuan,Petani,Ekonomi,Selesai
2024-03-07,Jawa Tengah,Pembunuhan,36,Laki-laki,Pelajar,Kebutuhan Mendesak,Dalam Proses
2022-02-01,Jawa Timur,Pencurian,34,Laki-laki,Tidak Bekerja,Konflik Personal,Belum Terselesaikan
2024-08-01,Jawa Tengah,Penganiayaan,31,Perempuan,Perawat,Kebutuhan Mendesak,Dalam Proses
2021-09-28,DKI Jakarta,Kekerasan Dalam Rumah Tangga,43,Perempuan,Pegawai Swasta,Gangguan Mental,Belum Terselesaikan
2024-10-23,Kalimantan Timur,Pemerkosaan,25,Perempuan,Guru,Ketidaktahuan Hukum,Selesai
2020-07-20,DKI Jakarta,Perampokan,21,Perempuan,Polisi,Kecanduan,Selesai
2020-10-02,Bali,Penyalahgunaan Narkoba,38,Laki-laki,Pegawai Swasta,Pengaruh Lingkungan,Selesai
2022-06-26,Jawa Tengah,Penganiayaan,28,Laki-laki,Perawat,Konflik Personal,Dalam Proses
2021-07-05,Sulawesi Selatan,Penganiayaan,22,Laki-laki,Guru,Tekanan Sosial,Belum Terselesaikan
2023-05-23,DKI Jakarta,Pencurian,32,Laki-laki,Tukang,Dendam,Selesai
2021-01-19,Bali,Penipuan,15,Laki-laki,Pelajar,Kecanduan,Belum Terselesaikan
2024-08-14,Papua,Penipuan,37,Laki-laki,Mahasiswa,Pengaruh Lingkungan,Selesai
2022-09-19,Maluku,Kekerasan Dalam Rumah Tangga,34,Laki-laki,Perawat,Provokasi,Selesai
2024-11-11,DKI Jakarta,Penganiayaan,20,Laki-laki,PNS,Ekonomi,Selesai
2022-11-21,Kalimantan Timur,Penipuan,15,Laki-laki,Perawat,Cemburu,Selesai
2020-05-14,Jawa Barat,Penganiayaan,32,Laki-laki,Pegawai Swasta,Pengaruh Lingkungan,Selesai
2022-11-03,Jawa Barat,Penyalahgunaan Narkoba,24,Laki-laki,Mahasiswa,Cemburu,Selesai
2024-05-17,Sumatera Selatan,Penipuan,30,Laki-laki,Polisi,Provokasi,Selesai
2024-12-05,Papua,Penganiayaan,15,Perempuan,Sopir,Ekonomi,Dalam Proses
2020-12-21,Jawa Tengah,Pembunuhan,40,Laki-laki,Petani,Kecanduan,Dalam Proses
2024-09-10,Sulawesi Utara,Pencurian,19,Laki-laki,Tidak Bekerja,Kecanduan,Selesai
2020-03-08,Kalimantan Selatan,Pencurian,36,Laki-laki,Pelajar,Ekonomi,Dalam Proses
2022-01-08,Jawa Barat,Pencurian,23,Laki-laki,Guru,Kecanduan,Selesai
2021-07-15,Lampung,Penyalahgunaan Narkoba,17,Laki-laki,PNS,Gangguan Mental,Selesai
2022-10-31,Jawa Timur,Penyalahgunaan Narkoba,25,Perempuan,Mahasiswa,Ketidaktahuan Hukum,Selesai
2020-09-10,Jawa Timur,Pemerkosaan,25,Laki-laki,Tukang,Ekonomi,Selesai
2021-05-10,Kalimantan Timur,Pencurian,27,Perempuan,PNS,Gangguan Mental,Belum Terselesaikan
2023-05-01,Papua,Korupsi,41,Laki-laki,Pelajar,Cemburu,Selesai
2024-11-17,Sumatera Utara,Penyalahgunaan Narkoba,26,Perempuan,Pelajar,Keserakahan,Dalam Proses
2023-02-03,Lampung,Pemerkosaan,30,Laki-laki,PNS,Konflik Personal,Selesai
2020-11-30,DKI Jakarta,Penipuan,37,Perempuan,Polisi,Kebutuhan Mendesak,Dalam Proses
2024-03-13,DKI Jakarta,Pencurian,31,Laki-laki,Polisi,Pengaruh Lingkungan,Selesai
2020-07-04,Sumatera Utara,Pencurian,19,Laki-laki,Pegawai Swasta,Ekonomi,Selesai
2022-03-02,Sumatera Utara,Penipuan,23,Perempuan,Tidak Bekerja,Cemburu,Selesai
2024-10-14,Sumatera Utara,Perampokan,34,Laki-laki,Sopir,Kecanduan,Selesai
2024-10-21,DKI Jakarta,Penyalahgunaan Narkoba,28,Laki-laki,Petani,Ketidaktahuan Hukum,Selesai
2021-04-06,Sumatera Barat,Penganiayaan,29,Laki-laki,Tukang,Kecanduan,Selesai
2021-07-05,Sumatera Utara,Perampokan,24,Laki-laki,Tukang,Tekanan Sosial,Selesai
2022-11-17,Jawa Tengah,Penyalahgunaan Narkoba,29,Laki-laki,Tidak Bekerja,Ketidaktahuan Hukum,Selesai
2020-01-19,Nusa Tenggara Barat,Pencurian,31,Perempuan,Pelajar,Cemburu,Belum Terselesaikan
2023-08-18,DKI Jakarta,Pencurian Kendaraan Bermotor,36,Laki-laki,Pedagang,Keserakahan,Selesai
2024-06-28,Sumatera Selatan,Perampokan,24,Laki-laki,Tidak Bekerja,Kecanduan,Selesai
2021-05-31,Jawa Barat,Penipuan,24,Laki-laki,Sopir,Kebutuhan Mendesak,Selesai
2023-12-30,Jawa Barat,Pencurian,15,Laki-laki,Guru,Ketidaktahuan Hukum,Belum Terselesaikan
2021-07-17,DKI Jakarta,Pencurian Kendaraan Bermotor,34,Laki-laki,Mahasiswa,Tekanan Sosial,Dalam Proses
2024-10-10,DKI Jakarta,Penganiayaan,38,Laki-laki,PNS,Gangguan Mental,Selesai
2021-05-31,Sulawesi Utara,Pencurian,30,Laki-laki,Petani,Gangguan Mental,Selesai
2021-09-10,Sumatera Selatan,Korupsi,43,Laki-laki,Tukang,Provokasi,Dalam Proses
2024-08-15,Jawa Timur,Pencurian,15,Perempuan,Sopir,Tekanan Sosial,Dalam Proses
2023-04-12,DKI Jakarta,Pencurian,18,Laki-laki,Buruh,Ekonomi,Selesai
2022-11-13,Jawa Barat,Pencurian,25,Laki-laki,Tukang,Konflik Personal,Dalam Proses
2023-02-23,Sumatera Utara,Pencurian,18,Perempuan,Tukang,Keserakahan,Selesai
2023-06-01,Jawa Tengah,Penipuan,15,Laki-laki,Pegawai Swasta,Kebutuhan Mendesak,Selesai
2023-11-02,DKI Jakarta,Perampokan,27,Laki-laki,Buruh,Gangguan Mental,Selesai
2020-05-10,Kalimantan Timur,Perampokan,27,Laki-laki,PNS,Kebutuhan Mendesak,Dalam Proses
2023-08-04,Kalimantan Timur,Pencurian,38,Perempuan,PNS,Kebutuhan Mendesak,Selesai
2021-06-18,Bengkulu,Pemerkosaan,31,Perempuan,Tukang,Pengaruh Lingkungan,Selesai
2023-08-27,Jawa Timur,Pencurian,29,Laki-laki,Pegawai Swasta,Kecanduan,Dalam Proses
2020-11-03,Jawa Timur,Penipuan,35,Laki-laki,Wiraswasta,Kecanduan,Selesai
2020-04-26,Jawa Barat,Penyalahgunaan Narkoba,30,Laki-laki,Perawat,Keserakahan,Dalam Proses
2022-04-07,Jawa Tengah,Pencurian,24,Laki-laki,Tukang,Konflik Personal,Selesai
2023-10-26,Jawa Tengah,Pencurian,27,Laki-laki,Pedagang,Pengaruh Lingkungan,Dalam Proses
2020-02-22,Sulawesi Selatan,Penganiayaan,17,Laki-laki,Tukang,Gangguan Mental,Selesai
2021-08-28,Jawa Barat,Pencurian,31,Laki-laki,Pegawai Swasta,Tekanan Sosial,Selesai
2022-04-08,Maluku,Pencurian,36,Laki-laki,Mahasiswa,Pengaruh Lingkungan,Selesai
2020-03-13,Jawa Tengah,Pencurian,31,Laki-laki,Sopir,Pengaruh Lingkungan,Dalam Proses
2023-03-17,DKI Jakarta,Pencurian,35,Laki-laki,Polisi,Kecanduan,Dalam Proses
2021-12-03,Jawa Timur,Pencurian,33,Laki-laki,Guru,Pengaruh Lingkungan,Selesai
2021-03-31,Maluku,Pencurian,15,Laki-laki,Tukang,Provokasi,Selesai
2023-07-31,Jawa Tengah,Pembunuhan,28,Laki-laki,Perawat,Gangguan Mental,Selesai
2023-10-07,Jawa Tengah,Penipuan,36,Perempuan,PNS,Provokasi,Selesai
2021-09-06,Jawa Timur,Pembunuhan,24,Laki-laki,Polisi,Cemburu,Selesai
2024-09-17,Jawa Barat,Perampokan,38,Perempuan,Tukang,Provokasi,Selesai
2021-01-05,Kalimantan Selatan,Pembunuhan,29,Laki-laki,Pegawai Swasta,Dendam,Selesai
2022-08-22,DKI Jakarta,Penganiayaan,33,Laki-laki,Pedagang,Pengaruh Lingkungan,Belum Terselesaikan
2021-06-13,Jawa Tengah,Pencurian,15,Laki-laki,Guru,Provokasi,Selesai
2024-04-11,Jawa Barat,Penipuan,32,Perempuan,TNI,Cemburu,Selesai
2023-10-24,Kalimantan Selatan,Perampokan,21,Laki-laki,TNI,Konflik Personal,Belum Terselesaikan
2023-09-02,Sulawesi Utara,Pencurian,26,Laki-laki,Buruh,Kecanduan,Dalam Proses
2021-12-28,Sumatera Utara,Perampokan,26,Perempuan,Petani,Pengaruh Lingkungan,Dalam Proses
2024-11-19,Kalimantan Timur,Pencurian,36,Laki-laki,Pegawai Swasta,Tekanan Sosial,Selesai
2024-06-02,Bali,Penyalahgunaan Narkoba,16,Laki-laki,TNI,Konflik Personal,Dalam Proses
2022-01-31,Sulawesi Selatan,Penipuan,21,Laki-laki,Pegawai Swasta,Keserakahan,Dalam Proses
2021-08-25,Jawa Barat,Penipuan,25,Laki-laki,Pelajar,Dendam,Belum Terselesaikan
2022-08-21,Jawa Barat,Penganiayaan,26,Laki-laki,Tidak Bekerja,Ketidaktahuan Hukum,Dalam Proses
2023-04-10,Bengkulu,Pencurian,30,Perempuan,Sopir,Keserakahan,Selesai
2020-05-25,Jawa Barat,Penipuan,26,Laki-laki,Pelajar,Kecanduan,Belum Terselesaikan
2022-10-21,Jawa Timur,Penyalahgunaan Narkoba,39,Laki-laki,Buruh,Ketidaktahuan Hukum,Selesai
2022-02-20,Kalimantan Timur,Pencurian Kendaraan Bermotor,40,Laki-laki,Wiraswasta,Kebutuhan Mendesak,Selesai
2022-04-26,Sumatera Utara,Pencurian,29,Laki-laki,Tidak Bekerja,Cemburu,Selesai
2020-10-08,DKI Jakarta,Penipuan,49,Perempuan,Petani,Konflik Personal,Dalam Proses
2022-04-18,Jawa Timur,Pencurian Kendaraan Bermotor,32,Perempuan,Sopir,Gangguan Mental,Selesai
2020-10-20,Jawa Barat,Penyalahgunaan Narkoba,39,Perempuan,PNS,Pengaruh Lingkungan,Dalam Proses
2021-01-04,Bengkulu,Penganiayaan,30,Laki-laki,Perawat,Dendam,Dalam Proses
2022-09-25,Jawa Tengah,Perampokan,28,Laki-laki,PNS,Ketidaktahuan Hukum,Selesai
2020-12-28,Jawa Timur,Penipuan,29,Laki-laki,PNS,Ketidaktahuan Hukum,Dalam Proses
2020-04-28,Kalimantan Timur,Pencurian,39,Laki-laki,Tidak Bekerja,Gangguan Mental,Selesai
2021-07-14,Sulawesi Selatan,Penyalahgunaan Narkoba,27,Laki-laki,Petani,Cemburu,Belum Terselesaikan
2023-03-26,Jawa Barat,Kekerasan Dalam Rumah Tangga,25,Perempuan,Perawat,Cemburu,Dalam Proses
2022-09-29,Bali,Kekerasan Dalam Rumah Tangga,31,Laki-laki,Perawat,Dendam,Dalam Proses
2020-09-22,DKI Jakarta,Penipuan,24,Laki-laki,Sopir,Tekanan Sosial,Selesai
2023-07-21,Sumatera Selatan,Kekerasan Dalam Rumah Tangga,36,Laki-laki,Mahasiswa,Tekanan Sosial,Selesai
